"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0C700","2019-09-18 02:00:00","151.000","88.000","1.200","24.700","0.800","994.200","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","24.300",""
"C0W130","2019-09-18 02:00:00","18.000","15.000","6.300","26.200","0.790","1005.200","-99.000","0.000","15.100","31.000","","26.500","","26.200",""
"C0F9R0","2019-09-18 02:00:00","20.000","45.000","5.000","25.500","0.880","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.400",""
"C0V660","2019-09-18 02:00:00","25.000","10.000","1.900","26.600","0.830","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","26.600",""
"C0G780","2019-09-18 02:00:00","27.000","13.000","2.600","25.800","0.730","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.800",""
"C0C590","2019-09-18 02:00:00","72.000","53.000","1.400","24.800","0.840","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","24.000",""
"C0I520","2019-09-18 02:00:00","3860.000","-99.000","-99.000","7.600","0.320","641.900","-99.000","-99.000","-99.000","-99.000","-99.000","7.600","","6.400",""
"C0E530","2019-09-18 02:00:00","341.000","50.000","1.700","22.700","0.810","969.800","-99.000","0.000","8.600","75.000","","22.700","","22.500",""
"C0M790","2019-09-18 02:00:00","15.000","31.000","1.400","24.800","0.700","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.800",""
"C0R130","2019-09-18 02:00:00","1040.000","92.000","1.600","19.900","0.930","893.600","-99.000","0.000","-99.000","-99.000","-99.000","21.400","","19.900",""
"C0AH30","2019-09-18 02:00:00","755.000","341.000","4.400","19.600","1.000","926.400","-99.000","1.000","10.500","350.000","","21.100","","19.600",""
"C0X170","2019-09-18 02:00:00","50.000","38.000","1.400","25.200","0.860","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.200",""
"C0K291","2019-09-18 02:00:00","8.000","24.000","3.900","25.600","0.750","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.600",""
"C0D480","2019-09-18 02:00:00","223.000","0.000","0.000","22.500","0.940","984.700","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","22.500",""
"C0F0C0","2019-09-18 02:00:00","983.000","0.000","0.000","20.000","0.990","900.800","-99.000","0.000","-99.000","-99.000","-99.000","20.400","","19.600",""
"C0U860","2019-09-18 02:00:00","5.000","42.000","1.800","26.300","0.770","1010.100","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.300",""
"C0UA50","2019-09-18 02:00:00","808.000","304.000","5.100","19.300","0.990","921.100","-99.000","0.000","13.100","282.000","","19.900","","18.800",""
"C0T960","2019-09-18 02:00:00","120.000","137.000","0.800","21.400","0.990","994.900","-99.000","0.000","-99.000","-99.000","-99.000","22.200","","21.400",""
"C0SA80","2019-09-18 02:00:00","136.000","212.000","0.400","23.300","0.850","992.800","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.300",""
"C0E780","2019-09-18 02:00:00","160.000","315.000","0.400","24.200","0.780","990.100","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.900",""
"C0F9Q0","2019-09-18 02:00:00","149.000","40.000","5.100","25.000","0.750","990.300","-99.000","0.000","10.800","32.000","","25.000","","24.200",""
"C0F9X0","2019-09-18 02:00:00","166.000","38.000","4.800","24.200","0.780","989.600","-99.000","0.000","12.300","31.000","","24.600","","24.200",""
"C0F0D0","2019-09-18 02:00:00","3171.000","34.000","0.500","8.600","0.560","697.900","-99.000","0.000","-99.000","-99.000","-99.000","10.500","","8.600",""
"C0S730","2019-09-18 02:00:00","110.000","25.000","9.300","26.600","0.780","995.100","-99.000","0.000","17.900","26.000","","26.600","","26.400",""
"C0T790","2019-09-18 02:00:00","2830.000","105.000","1.300","9.000","0.750","726.900","-99.000","0.000","-99.000","-99.000","-99.000","9.700","","8.900",""
"C0M830","2019-09-18 02:00:00","540.000","0.000","0.000","22.500","0.990","949.200","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","22.300",""
"C0V750","2019-09-18 02:00:00","50.000","24.000","1.100","26.700","1.000","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.700",""
"C0K530","2019-09-18 02:00:00","12.000","30.000","5.800","26.300","0.730","1006.300","-99.000","0.000","11.900","25.000","","26.600","","26.100",""
"C0G850","2019-09-18 02:00:00","62.000","18.000","1.000","26.500","0.730","999.700","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.300",""
"C0M780","2019-09-18 02:00:00","30.000","26.000","0.900","24.700","0.740","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.700",""
"C0V360","2019-09-18 02:00:00","94.000","0.000","0.000","24.100","0.970","997.000","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","24.100",""
"C0K510","2019-09-18 02:00:00","10.000","24.000","1.500","25.000","0.750","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.000",""
"C0D650","2019-09-18 02:00:00","97.000","78.000","2.800","24.400","0.830","999.600","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","24.200",""
"C0V630","2019-09-18 02:00:00","19.000","13.000","1.700","26.400","0.710","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.400",""
"C0U910","2019-09-18 02:00:00","17.000","290.000","3.900","25.800","0.660","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.900",""
"C0U600","2019-09-18 02:00:00","10.000","275.000","1.000","26.500","0.740","1009.100","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.700",""
"C0G820","2019-09-18 02:00:00","29.000","0.000","0.000","25.000","0.800","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","25.000",""
"C0R590","2019-09-18 02:00:00","72.000","29.000","1.300","26.100","0.990","999.000","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.100",""
"C0A9E0","2019-09-18 02:00:00","26.000","209.000","1.300","26.200","0.760","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.200",""
"C0R480","2019-09-18 02:00:00","57.000","0.000","0.100","26.200","0.920","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.200",""
"C0X300","2019-09-18 02:00:00","70.000","0.000","0.000","23.700","0.960","999.400","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.500",""
"C0U970","2019-09-18 02:00:00","7.000","34.000","1.500","26.400","0.710","1010.700","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.500",""
"C0M750","2019-09-18 02:00:00","10.000","16.000","2.900","25.700","0.720","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.700",""
"C0I110","2019-09-18 02:00:00","161.000","62.000","1.700","24.600","0.800","989.800","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.300",""
"C0V370","2019-09-18 02:00:00","74.000","0.000","0.000","24.700","1.000","999.600","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.700",""
"C0C690","2019-09-18 02:00:00","242.000","71.000","2.400","23.600","0.810","983.600","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.500",""
"C0A540","2019-09-18 02:00:00","401.000","0.000","0.000","21.100","0.990","964.600","-99.000","1.500","-99.000","-99.000","-99.000","21.100","","20.900",""
"C0H950","2019-09-18 02:00:00","192.000","0.000","0.000","23.100","0.990","986.900","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","22.900",""
"C0O960","2019-09-18 02:00:00","112.000","6.000","0.600","23.900","0.910","994.900","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","23.900",""
"C0AH10","2019-09-18 02:00:00","30.000","268.000","0.800","25.700","0.810","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.600",""
"C0R680","2019-09-18 02:00:00","13.000","29.000","1.700","26.700","-99.000","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.200",""
"C0X210","2019-09-18 02:00:00","38.000","24.000","0.300","25.100","0.890","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.500",""
"C0D430","2019-09-18 02:00:00","87.000","24.000","0.700","25.900","0.720","998.700","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.100",""
"C0AD30","2019-09-18 02:00:00","20.000","331.000","0.600","26.800","0.730","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.700",""
"C0R240","2019-09-18 02:00:00","87.000","41.000","0.800","24.000","0.990","997.200","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.000",""
"C0AI30","2019-09-18 02:00:00","26.000","217.000","2.000","26.100","0.820","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.100",""
"C0U960","2019-09-18 02:00:00","1885.000","360.000","6.600","13.200","0.980","813.600","-99.000","0.000","12.400","1.000","","13.900","","12.300",""
"C0T9E0","2019-09-18 02:00:00","415.000","55.000","0.700","21.400","0.830","963.600","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","21.400",""
"C0D550","2019-09-18 02:00:00","1956.000","0.000","0.000","13.800","0.800","810.000","-99.000","0.000","-99.000","-99.000","-99.000","14.400","","13.600",""
"C0C630","2019-09-18 02:00:00","209.000","60.000","1.200","23.700","0.810","987.400","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.600",""
"C0A560","2019-09-18 02:00:00","405.000","0.000","0.000","19.900","0.990","965.200","-99.000","0.000","-99.000","-99.000","-99.000","20.000","","19.500",""
"C0X190","2019-09-18 02:00:00","10.000","18.000","1.900","25.800","0.830","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.800",""
"C0S950","2019-09-18 02:00:00","415.000","184.000","1.500","24.500","0.660","961.600","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","22.400",""
"C0A880","2019-09-18 02:00:00","6.000","320.000","0.900","23.400","0.940","1008.000","-99.000","4.500","-99.000","-99.000","-99.000","24.100","","23.400",""
"C0I530","2019-09-18 02:00:00","3014.000","45.000","6.400","9.800","0.530","701.400","-99.000","0.000","12.300","38.000","","9.800","","9.000",""
"C0M670","2019-09-18 02:00:00","43.000","32.000","0.500","25.200","0.730","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.900",""
"C0Z061","2019-09-18 02:00:00","174.000","134.000","1.000","21.900","0.990","992.000","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","21.900",""
"C0M730","2019-09-18 02:00:00","40.000","0.000","0.000","25.100","0.990","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.100",""
"C0U750","2019-09-18 02:00:00","398.000","14.000","6.100","21.400","1.000","965.700","-99.000","1.000","12.600","353.000","","22.100","","21.100",""
"C0A650","2019-09-18 02:00:00","287.000","44.000","0.300","22.700","0.990","978.700","-99.000","0.500","5.500","32.000","","23.500","","22.400",""
"C0K400","2019-09-18 02:00:00","65.000","4.000","0.900","24.500","0.850","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.500",""
"C0I370","2019-09-18 02:00:00","671.000","323.000","0.400","22.200","0.960","934.700","-99.000","0.000","-99.000","-99.000","-99.000","22.600","","22.100",""
"C0S750","2019-09-18 02:00:00","2280.000","265.000","1.400","11.400","0.820","772.300","-99.000","0.000","-99.000","-99.000","-99.000","11.400","","11.200",""
"C0R650","2019-09-18 02:00:00","29.000","84.000","1.700","26.300","0.940","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.300",""
"C0E740","2019-09-18 02:00:00","27.000","53.000","2.400","26.200","0.740","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.800",""
"C0AI20","2019-09-18 02:00:00","25.000","33.000","7.300","26.300","0.840","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","26.200",""
"C0E550","2019-09-18 02:00:00","84.000","58.000","2.400","25.200","0.780","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.800",""
"C0X060","2019-09-18 02:00:00","19.000","347.000","0.800","24.200","0.830","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","24.200",""
"C1R320","2019-09-18 02:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R510","2019-09-18 02:00:00","31.000","117.000","1.100","26.900","0.890","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.900",""
"C0AC60","2019-09-18 02:00:00","55.000","0.000","0.000","24.600","0.910","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.600",""
"C0UA70","2019-09-18 02:00:00","547.000","6.000","3.000","21.000","0.990","950.300","-99.000","0.000","10.700","22.000","","21.300","","21.000",""
"C0V310","2019-09-18 02:00:00","46.000","0.000","0.100","25.100","1.000","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.000",""
"C0G620","2019-09-18 02:00:00","110.000","324.000","1.000","23.400","0.830","995.600","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","23.400",""
"C0AD50","2019-09-18 02:00:00","84.000","0.000","0.100","24.600","0.970","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.600",""
"C0A9A0","2019-09-18 02:00:00","24.000","39.000","3.300","26.900","0.730","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","25.900",""
"C0O830","2019-09-18 02:00:00","127.000","0.000","0.000","24.600","0.990","993.700","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.600",""
"C0S760","2019-09-18 02:00:00","1621.000","337.000","2.500","14.100","1.000","837.100","-99.000","0.000","-99.000","-99.000","-99.000","15.400","","14.000",""
"C0X160","2019-09-18 02:00:00","26.000","349.000","2.100","26.400","0.750","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.400",""
"C0C490","2019-09-18 02:00:00","157.000","91.000","0.400","24.200","0.870","993.000","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","24.000",""
"C0F970","2019-09-18 02:00:00","145.000","11.000","1.300","24.500","0.700","990.500","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.400",""
"C0M690","2019-09-18 02:00:00","33.000","8.000","0.800","24.600","0.770","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.400",""
"C0V690","2019-09-18 02:00:00","30.000","306.000","1.600","28.700","0.810","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","28.700",""
"C0Z210","2019-09-18 02:00:00","126.000","331.000","0.300","22.000","0.990","995.500","-99.000","0.000","-99.000","-99.000","-99.000","22.600","","22.000",""
"C0U770","2019-09-18 02:00:00","5.000","317.000","7.300","27.200","0.540","1008.900","-99.000","0.000","13.600","349.000","","28.600","","27.200",""
"C0Z080","2019-09-18 02:00:00","298.000","245.000","0.500","21.000","0.910","975.100","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","21.000",""
"C0G640","2019-09-18 02:00:00","17.000","11.000","5.200","25.600","0.740","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.500",""
"C0X200","2019-09-18 02:00:00","61.000","271.000","0.500","24.100","0.990","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.100",""
"C0U900","2019-09-18 02:00:00","63.000","228.000","2.100","24.800","0.710","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.200",""
"C0Z230","2019-09-18 02:00:00","31.000","335.000","3.000","27.800","0.510","1005.800","-99.000","0.000","9.200","311.000","","28.400","","27.000",""
"C0F9O0","2019-09-18 02:00:00","175.000","26.000","0.400","24.900","0.740","988.000","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.900",""
"C0C540","2019-09-18 02:00:00","46.000","88.000","1.300","24.300","0.850","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","23.800",""
"C0G770","2019-09-18 02:00:00","15.000","32.000","1.500","26.100","0.770","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","26.100",""
"C0V670","2019-09-18 02:00:00","20.000","332.000","2.100","27.400","0.800","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","27.400",""
"C0A870","2019-09-18 02:00:00","685.000","14.000","6.700","19.600","0.990","932.800","-99.000","1.000","13.700","24.000","","19.700","","19.500",""
"C0R220","2019-09-18 02:00:00","23.000","73.000","0.700","26.200","1.000","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.200",""
"C0Z220","2019-09-18 02:00:00","589.000","255.000","3.100","22.000","0.740","945.800","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","21.600",""
"C0D560","2019-09-18 02:00:00","147.000","69.000","2.000","24.900","0.740","994.000","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.700",""
"C0I380","2019-09-18 02:00:00","258.000","0.000","0.000","23.900","0.990","977.800","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.900",""
"C0Z020","2019-09-18 02:00:00","211.000","25.000","3.400","22.000","0.990","984.000","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","22.000",""
